Frame ID,csi_1real,csi_1imag,csi_2real,csi_2imag,csi_3real,csi_3imag,csi_4real,csi_4imag,csi_5real,csi_5imag,csi_6real,csi_6imag,csi_7real,csi_7imag,csi_8real,csi_8imag,csi_9real,csi_9imag,csi_10real,csi_10imag,csi_11real,csi_11imag,csi_12real,csi_12imag,csi_13real,csi_13imag,csi_14real,csi_14imag,csi_15real,csi_15imag,csi_16real,csi_16imag,csi_17real,csi_17imag,csi_18real,csi_18imag,csi_19real,csi_19imag,csi_20real,csi_20imag,csi_21real,csi_21imag,csi_22real,csi_22imag,csi_23real,csi_23imag,csi_24real,csi_24imag,csi_25real,csi_25imag,csi_26real,csi_26imag,csi_27real,csi_27imag,csi_28real,csi_28imag,csi_29real,csi_29imag,csi_30real,csi_30imag,csi_31real,csi_31imag,csi_32real,csi_32imag,csi_33real,csi_33imag,csi_34real,csi_34imag,csi_35real,csi_35imag,csi_36real,csi_36imag,csi_37real,csi_37imag,csi_38real,csi_38imag,csi_39real,csi_39imag,csi_40real,csi_40imag,csi_41real,csi_41imag,csi_42real,csi_42imag,csi_43real,csi_43imag,csi_44real,csi_44imag,csi_45real,csi_45imag,csi_46real,csi_46imag,csi_47real,csi_47imag,csi_48real,csi_48imag,csi_49real,csi_49imag,csi_50real,csi_50imag,csi_51real,csi_51imag,csi_52real,csi_52imag,csi_53real,csi_53imag,csi_54real,csi_54imag,csi_55real,csi_55imag,csi_56real,csi_56imag,csi_57real,csi_57imag,csi_58real,csi_58imag,csi_59real,csi_59imag,csi_60real,csi_60imag,csi_61real,csi_61imag,csi_62real,csi_62imag,csi_63real,csi_63imag,csi_64real,csi_64imag,csi_65real,csi_65imag,csi_66real,csi_66imag,csi_67real,csi_67imag,csi_68real,csi_68imag,csi_69real,csi_69imag,csi_70real,csi_70imag,csi_71real,csi_71imag,csi_72real,csi_72imag,csi_73real,csi_73imag,csi_74real,csi_74imag,csi_75real,csi_75imag,csi_76real,csi_76imag,csi_77real,csi_77imag,csi_78real,csi_78imag,csi_79real,csi_79imag,csi_80real,csi_80imag,csi_81real,csi_81imag,csi_82real,csi_82imag,csi_83real,csi_83imag,csi_84real,csi_84imag,csi_85real,csi_85imag,csi_86real,csi_86imag,csi_87real,csi_87imag,csi_88real,csi_88imag,csi_89real,csi_89imag,csi_90real,csi_90imag,csi_91real,csi_91imag,csi_92real,csi_92imag,csi_93real,csi_93imag,csi_94real,csi_94imag,csi_95real,csi_95imag,csi_96real,csi_96imag,csi_97real,csi_97imag,csi_98real,csi_98imag,csi_99real,csi_99imag,csi_100real,csi_100imag,csi_101real,csi_101imag,csi_102real,csi_102imag,csi_103real,csi_103imag,csi_104real,csi_104imag,csi_105real,csi_105imag,csi_106real,csi_106imag,csi_107real,csi_107imag,csi_108real,csi_108imag,csi_109real,csi_109imag,csi_110real,csi_110imag,csi_111real,csi_111imag,csi_112real,csi_112imag,csi_113real,csi_113imag,csi_114real,csi_114imag,csi_115real,csi_115imag,csi_116real,csi_116imag,csi_117real,csi_117imag,csi_118real,csi_118imag,csi_119real,csi_119imag,csi_120real,csi_120imag,csi_121real,csi_121imag,csi_122real,csi_122imag,csi_123real,csi_123imag,csi_124real,csi_124imag,csi_125real,csi_125imag,csi_126real,csi_126imag,csi_127real,csi_127imag,csi_128real,csi_128imag,channel,distance
103,124,-64,7,0,-10,16,-10,17,-10,17,-9,17,-9,18,-8,18,-8,18,-7,19,-6,19,-5,20,-5,20,-5,20,-5,21,-4,21,-4,22,-5,22,-5,22,-5,23,-5,23,-6,23,-7,23,-8,23,-9,23,-11,23,-12,22,-4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4,-16,15,-17,15,-18,14,-18,13,-18,12,-19,11,-18,11,-18,10,-18,10,-18,10,-18,10,-18,10,-18,10,-18,10,-17,10,-16,11,-15,11,-15,11,-15,12,-14,13,-14,13,-14,14,-13,14,-12,15,-12,15,-12,15,-9,11,-24,31,-23,32,-22,32,-20,32,-20,33,-20,34,-19,34,-18,35,-17,36,-15,38,-14,39,-13,39,-13,39,-13,40,-12,41,-12,41,-11,42,-11,42,-12,42,-13,43,-15,43,-17,44,-19,44,-21,44,-24,42,-27,39,-30,36,-32,33,-12,11,-4,3,0,-2,1,-3,0,-2,-3,3,-9,12,-26,34,-28,33,-30,31,-33,29,-3,5,26,-36,25,-36,23,-36,21,-36,20,-36,19,-36,18,-36,18,-35,17,-35,17,-34,18,-34,19,-33,20,-31,21,-30,21,-30,21,-29,22,-29,22,-29,23,-28,25,-26,26,-25,27,-23,27,-22,6,185
104,82,32,5,0,0,0,0,0,0,0,1,-6,7,-21,8,-21,9,-20,10,-19,11,-19,11,-18,11,-18,11,-18,12,-17,12,-17,12,-17,12,-16,12,-16,12,-16,11,-16,10,-16,9,-15,9,-15,9,-16,9,-16,8,-16,7,-16,7,-16,7,-16,7,-17,6,-17,2,-9,4,-18,4,-18,4,-17,3,-17,3,-17,2,-18,1,-18,1,-18,1,-18,0,-19,0,-19,0,-19,0,-20,0,-20,-1,-19,-1,-19,-1,-20,-1,-20,-1,-20,-1,-20,-1,-21,-1,-21,0,-21,0,-21,1,-21,2,-21,0,-6,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,-6,10,-41,12,-41,15,-40,17,-39,19,-38,20,-36,21,-35,22,-34,22,-33,23,-32,23,-32,24,-33,23,-32,23,-31,22,-30,22,-30,22,-30,21,-30,19,-29,19,-29,18,-29,17,-29,16,-30,15,-30,14,-30,14,-31,13,-31,12,-31,5,-16,10,-32,9,-33,8,-33,8,-33,7,-34,5,-35,4,-35,3,-35,3,-35,2,-36,1,-36,1,-37,1,-37,1,-38,0,-38,0,-38,-1,-38,-1,-38,-1,-38,-1,-38,-1,-39,0,-39,1,-39,2,-40,3,-40,5,-40,9,-38,11,-36,1,-5,-1,-1,-1,-1,6,185
105,30,-32,1,0,0,0,0,0,0,0,3,-5,14,-18,15,-18,16,-17,16,-16,16,-15,17,-14,17,-13,17,-13,17,-12,17,-12,16,-13,16,-12,16,-12,16,-12,16,-12,15,-12,15,-12,14,-12,14,-12,14,-12,13,-13,13,-13,12,-13,12,-13,11,-14,11,-14,5,-8,10,-16,10,-16,10,-16,10,-16,9,-16,9,-17,9,-17,8,-17,7,-17,7,-17,7,-18,7,-18,7,-19,6,-19,6,-19,6,-20,6,-20,6,-20,6,-20,7,-20,7,-20,7,-20,7,-20,8,-20,8,-20,9,-19,2,-5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,3,-4,30,-27,32,-26,31,-28,33,-26,35,-24,35,-22,35,-21,36,-20,36,-19,35,-18,35,-17,34,-17,34,-17,34,-17,34,-17,34,-17,33,-17,32,-17,31,-17,30,-17,29,-17,29,-18,28,-19,27,-19,26,-20,26,-21,25,-21,25,-22,12,-12,24,-25,23,-25,23,-25,22,-26,22,-27,21,-28,2,0,-28,19,-28,19,-29,18,-30,18,-32,18,-32,18,-33,17,-33,17,-33,17,-33,17,-34,18,-34,18,-34,18,-34,18,-34,18,-34,19,-34,19,-34,21,-34,22,-32,28,-25,29,-24,3,-3,-1,-1,-1,6,185
106,30,-32,1,0,0,0,0,0,0,0,3,-6,14,-21,15,-20,16,-19,17,-18,17,-17,18,-16,18,-15,18,-15,18,-15,18,-15,18,-15,18,-15,17,-15,17,-14,17,-14,17,-14,16,-14,15,-14,15,-14,15,-15,15,-15,14,-15,13,-16,12,-16,12,-17,11,-17,6,-9,12,-17,11,-17,10,-18,10,-18,9,-18,9,-19,9,-19,8,-20,7,-20,7,-20,6,-21,6,-21,7,-22,7,-22,6,-22,6,-22,6,-22,6,-23,6,-23,7,-23,7,-23,7,-23,7,-23,8,-23,9,-22,10,-22,2,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-9,35,-33,37,-33,40,-31,41,-27,42,-24,42,-21,42,-20,43,-18,43,-17,43,-15,4,4,-14,43,-14,42,-15,42,-15,42,-15,41,-15,40,-15,39,-15,38,-16,37,-16,37,-16,37,-16,36,-16,35,-18,34,-20,33,-21,32,-21,32,-22,16,-12,31,-24,30,-25,29,-26,29,-26,28,-27,28,-28,29,-28,28,-29,28,-30,27,-32,26,-34,25,-35,25,-36,24,-36,24,-36,24,-36,24,-37,24,-38,25,-38,26,-37,27,-37,28,-37,28,-37,28,-37,29,-36,30,-34,32,-31,32,-30,8,-8,0,0,0,6,185
107,30,-32,1,0,-16,11,-16,11,-15,12,-16,13,-15,13,-15,14,-14,14,-14,15,-14,16,-13,16,-13,17,-13,17,-13,18,-13,18,-13,18,-13,19,-1,3,19,-13,19,-14,19,-15,19,-16,19,-17,19,-17,18,-18,17,-19,16,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,-21,8,-22,7,-22,5,-22,4,-22,3,-22,3,-21,2,-21,1,-21,1,-21,1,-21,2,-20,2,-20,2,-20,3,-20,3,-19,3,-18,4,-18,4,-18,5,-18,5,-18,6,-18,7,-18,8,-18,9,-17,9,-18,9,-13,6,-34,18,-33,20,-32,21,-32,23,-31,24,-31,25,-30,25,-29,26,-28,27,-27,29,-27,30,-27,31,-27,31,-26,32,-26,33,-26,34,-26,35,-27,35,-28,35,-29,35,-31,34,-33,34,-35,34,-37,32,-39,29,-40,25,-41,21,-42,18,-16,6,-5,1,1,-1,2,-2,1,-1,-4,2,-14,7,-38,20,-39,18,-40,15,-41,12,-43,9,-43,7,-43,5,-42,3,-41,2,-40,1,-40,1,-40,1,-40,1,-40,2,-39,3,-38,4,-37,5,-36,5,-36,6,-36,7,-36,8,-36,9,-35,10,-35,12,-35,13,-34,14,-33,16,-32,6,185
108,124,-64,7,0,17,-9,16,-9,16,-10,16,-10,16,-11,15,-12,15,-12,14,-13,14,-13,14,-14,15,-14,15,-15,14,-15,14,-16,14,-16,14,-17,15,-17,16,-17,16,-16,17,-17,17,-17,18,-16,19,-15,20,-14,21,-13,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,21,-6,21,-5,21,-3,21,-2,20,-1,20,-1,20,0,20,0,20,0,20,0,19,0,19,0,19,0,19,-1,18,-1,18,-1,18,-2,18,-2,18,-3,18,-4,17,-4,17,-5,17,-5,17,-6,17,-7,17,-7,10,-4,34,-13,34,-14,33,-15,33,-16,32,-17,32,-18,31,-20,31,-21,31,-22,30,-23,30,-24,30,-25,30,-26,30,-27,3,0,-28,31,-28,31,-29,32,-29,33,-29,34,-29,35,-29,36,-29,37,-28,39,-26,41,-23,42,-20,45,-10,46,-6,8,-1,2,-1,-1,0,-2,0,-1,0,2,-2,7,-3,40,-14,40,-10,41,-9,41,-6,41,-3,41,-1,40,1,40,2,3,9,2,38,3,38,3,37,3,37,3,37,3,36,2,36,2,36,1,35,0,35,-1,34,-2,35,-3,34,-5,34,-6,34,-7,34,-8,34,-9,34,-11,6,185
109,124,-64,7,0,-7,16,-7,16,-7,16,-6,16,-5,16,-4,16,-3,17,-2,16,-1,16,-2,17,-3,18,-2,18,-2,19,-1,19,-1,19,-1,19,-1,20,-1,21,-1,21,-2,21,-2,21,-3,21,-4,21,-6,21,-7,21,-2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,-12,15,-13,15,-14,14,-14,13,-15,12,-15,11,-15,11,-15,11,-14,10,-15,10,-15,11,-15,11,-14,11,-14,11,-13,11,-12,11,-12,11,-12,11,-11,12,-11,12,-11,13,-10,13,-10,13,-9,14,-9,14,-8,15,-5,9,-15,30,-14,30,-13,31,-12,31,-12,31,-11,32,-9,32,-6,32,-3,32,-2,33,-2,34,-3,34,-4,35,-4,36,-3,36,-3,37,-3,38,-3,38,-3,39,-3,40,-5,40,-6,41,-8,41,-10,42,-13,41,-15,40,-20,38,-23,35,-5,6,-2,1,0,-1,0,-2,0,-1,-1,1,-3,6,-15,33,-17,32,-22,30,-24,28,-26,27,-27,25,-28,23,-28,23,-28,22,-28,22,-27,21,-27,20,-28,20,-28,20,-27,20,-26,21,-25,21,-24,21,-23,22,-23,23,-22,23,-21,24,-20,25,-20,26,-19,26,-18,27,-17,28,-16,29,6,185
110,82,32,5,0,-11,16,-11,16,-10,16,-10,16,-9,16,-8,17,-8,18,-8,18,-7,18,-6,19,-6,20,-6,20,-6,20,-5,20,-5,21,-5,21,-6,21,-6,21,-7,22,-7,23,-8,23,-9,23,-10,22,-11,22,-12,21,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,3,-16,14,-17,13,-18,12,-19,11,-19,10,-18,10,-18,9,-18,9,-19,8,-19,8,-18,8,-18,8,-18,9,-17,9,-1,7,9,-16,10,-16,10,-15,10,-15,11,-15,11,-15,11,-14,12,-14,13,-13,14,-13,14,-12,14,-7,9,-20,32,-20,32,-19,32,-18,33,-17,33,-16,34,-15,34,-14,35,-13,36,-12,37,-11,38,-10,39,-10,40,-9,40,-8,40,-8,40,-8,41,-8,42,-8,42,-10,43,-11,43,-13,44,-15,44,-17,44,-20,43,-22,41,-25,40,-27,38,-6,6,-2,1,0,-1,0,-2,0,-1,-1,2,-4,6,-21,37,-23,35,-29,30,-31,28,-33,26,-34,24,-34,23,-34,21,-34,20,-34,19,-34,19,-34,18,-33,18,-33,18,-33,18,-32,18,-31,19,-30,20,-29,21,-28,22,-27,23,-27,23,-26,24,-25,25,-24,27,-24,28,-22,29,-21,6,185
111,82,32,5,0,-13,14,-13,15,-13,15,-12,15,-11,16,-11,17,-10,18,-9,20,-9,20,-9,19,-9,18,-9,19,-9,19,-8,20,-9,20,-9,21,-9,21,-9,21,-9,21,-10,21,-11,21,-12,21,-14,20,-15,19,-16,19,-4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,3,-18,13,-18,12,-19,10,-20,9,-19,9,-19,9,-19,8,-19,8,-19,7,-19,7,-19,7,-19,7,-18,7,-18,7,-18,7,-17,8,-16,8,-16,8,-16,9,-16,10,-16,11,-15,11,-15,11,-15,11,-14,12,-14,13,-7,9,-22,30,-21,30,-20,31,-19,32,-18,33,-17,33,-15,34,-13,35,-10,36,-9,37,-9,37,-10,37,-11,38,-11,39,-11,39,-11,40,-11,41,-11,41,-12,41,-12,42,-13,42,-15,43,-18,43,-20,43,-23,42,-25,40,-24,40,-27,37,-6,6,-2,1,0,-1,0,-2,0,-1,-1,2,-3,6,-18,38,-20,37,-28,30,-30,28,-32,25,-33,23,-33,22,-34,21,-34,19,-34,19,-34,18,-34,18,-33,18,-32,18,-32,18,-31,18,-31,18,-30,19,-29,20,-28,21,-28,23,-27,23,-27,24,-26,25,-25,26,-24,26,-24,27,-23,28,6,185
112,30,-32,1,0,0,0,0,0,0,0,5,-3,22,-10,22,-9,23,-8,23,-7,23,-6,23,-5,23,-5,22,-5,22,-4,22,-3,22,-3,22,-3,22,-3,22,-3,21,-4,20,-4,19,-4,19,-5,19,-5,19,-6,18,-6,18,-7,18,-7,18,-7,18,-8,17,-9,8,-5,17,-10,17,-11,17,-11,16,-11,16,-12,15,-12,15,-13,15,-14,15,-15,14,-15,15,-15,15,-15,15,-15,14,-16,14,-16,14,-16,14,-17,14,-17,14,-17,14,-17,14,-17,14,-17,15,-17,15,-16,16,-16,17,-15,4,-4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,3,-5,31,-35,33,-33,39,-24,40,-22,40,-19,41,-18,41,-16,41,-15,40,-14,40,-13,40,-12,40,-11,40,-11,40,-11,39,-11,39,-11,38,-11,37,-12,35,-13,35,-14,34,-14,34,-14,33,-15,33,-16,32,-17,31,-18,31,-18,30,-19,14,-11,29,-22,28,-23,27,-23,27,-23,27,-24,26,-26,25,-27,25,-28,24,-29,24,-30,24,-30,24,-31,23,-32,23,-32,23,-33,23,-33,22,-33,22,-33,23,-34,23,-34,23,-35,24,-35,25,-34,25,-34,27,-33,28,-31,26,-32,28,-31,3,-4,-1,-1,-1,-1,6,185
113,30,-32,1,0,0,0,0,0,0,0,-1,5,-3,21,-4,21,-5,21,-6,20,-7,20,-7,20,-7,19,-8,19,-8,18,-8,19,-8,18,-8,18,-8,18,-7,18,-7,17,-7,17,-6,17,-6,17,-6,16,-5,16,-5,16,-4,16,-4,16,-3,16,-2,17,-2,17,-1,8,-1,17,-1,17,0,17,1,17,1,17,1,17,2,17,2,17,3,17,4,17,4,18,5,18,5,18,5,18,5,18,5,18,5,18,5,18,5,18,5,18,5,19,5,19,5,19,5,19,4,19,3,20,0,5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,5,-5,42,-7,41,-8,40,-11,40,-13,40,-15,39,-16,37,-17,36,-17,36,-17,35,-17,35,-17,34,-17,34,-18,34,-18,34,-17,33,-16,33,-15,32,-15,32,-14,31,-14,31,-13,31,-12,31,-11,32,-9,32,-8,32,-7,32,-6,32,-3,16,-5,32,-3,33,-2,33,-1,33,0,33,0,33,1,33,2,33,3,33,5,34,6,35,6,35,6,35,7,35,7,35,8,35,7,35,7,36,7,36,7,37,7,37,6,37,6,37,6,37,5,38,3,38,-2,38,-3,37,-1,4,-1,-1,-1,-1,6,185
114,30,-32,1,0,0,0,0,0,0,0,5,-1,22,-4,22,-3,22,-2,22,-1,22,0,22,0,21,1,21,2,21,2,20,3,20,3,20,3,20,3,20,3,20,2,19,2,18,2,18,2,18,2,18,1,18,1,18,0,18,0,18,-1,17,-2,17,-2,9,-2,18,-3,18,-3,18,-4,17,-4,17,-4,18,-5,18,-5,18,-6,18,-7,18,-7,18,-7,18,-7,18,-8,18,-8,18,-8,18,-8,18,-9,19,-9,19,-9,19,-8,19,-8,19,-8,19,-7,20,-7,20,-6,20,-6,5,-2,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,5,-2,41,-11,42,-9,43,-6,44,-3,43,-1,42,1,42,3,41,4,40,4,39,5,39,6,38,6,38,7,38,7,38,7,38,7,37,6,37,5,36,4,34,4,34,4,34,3,34,2,34,2,34,1,34,0,34,-2,34,-3,17,-2,34,-4,34,-5,34,-6,34,-7,34,-8,34,-9,34,-9,33,-11,33,-11,34,-12,35,-13,35,-13,35,-13,35,-14,34,-15,34,-14,35,-14,35,-15,36,-15,36,-14,36,-14,37,-1,4,37,-13,38,-12,38,-11,39,-9,39,-4,40,-2,5,-1,-1,-1,-1,6,185
115,124,-64,7,0,13,13,14,13,14,12,15,11,15,11,15,11,16,10,16,10,17,10,17,9,18,9,18,9,19,9,19,8,19,8,20,9,20,9,20,9,20,10,21,10,21,11,21,12,20,13,19,14,18,15,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,18,9,19,8,20,7,20,6,20,6,19,5,19,5,19,5,18,5,19,5,19,5,18,5,18,5,18,5,17,6,17,6,17,7,16,7,16,8,15,8,15,9,15,9,14,10,14,11,14,12,14,6,8,22,28,23,28,24,27,25,27,26,25,26,24,27,23,29,22,30,21,31,21,32,20,33,20,34,20,34,20,35,20,36,20,37,20,38,21,38,21,38,21,38,22,38,23,38,25,37,28,35,31,33,33,25,40,22,41,3,7,0,2,-1,-1,-1,-2,-1,-1,0,1,3,6,18,35,17,37,17,37,15,38,12,39,10,39,8,39,8,39,7,38,6,38,6,37,6,37,6,37,6,36,6,36,7,35,8,34,9,34,10,33,11,33,12,32,13,32,14,31,15,30,16,30,18,29,19,29,20,29,6,185
116,82,32,5,0,0,0,0,0,0,0,2,5,10,22,9,22,8,23,6,23,6,23,5,23,4,22,4,22,3,23,3,22,3,22,3,22,3,22,3,22,3,21,3,21,4,20,4,20,4,19,4,1,9,5,19,5,19,6,18,7,18,7,18,7,18,4,9,8,18,9,17,10,17,10,16,10,16,11,16,11,17,12,16,13,16,14,15,14,15,14,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,17,15,17,15,17,15,17,15,17,14,18,13,19,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,17,45,15,45,11,46,7,46,4,47,2,47,1,47,0,46,-2,45,-4,44,-4,44,-4,44,-3,44,-3,44,-3,44,-4,43,-4,42,-3,41,-2,40,-2,40,-1,40,0,39,1,39,2,38,3,38,4,37,6,37,8,37,4,19,8,38,10,37,11,37,11,37,13,37,14,36,14,36,15,36,16,35,18,35,20,35,21,35,21,36,21,37,23,36,23,36,22,36,22,37,21,38,21,38,21,39,21,40,21,40,21,40,19,40,17,42,14,42,12,42,3,10,0,0,0,6,185
117,30,-32,1,0,0,0,0,0,0,0,2,5,7,20,7,20,6,20,4,20,3,20,3,21,2,20,2,20,2,20,2,20,2,19,2,19,2,19,2,19,2,19,2,18,2,17,2,17,2,17,3,1,7,3,17,4,16,5,16,5,16,6,16,6,16,3,8,7,15,7,15,8,15,8,15,8,15,9,14,10,14,10,14,10,14,11,14,12,14,12,14,12,14,13,14,13,14,13,13,13,13,13,14,13,14,13,14,13,14,13,15,13,15,13,15,12,16,11,16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,19,36,17,38,14,39,11,40,9,41,7,41,5,41,4,39,3,38,2,39,1,40,1,39,2,38,2,39,2,39,2,37,2,36,2,36,2,35,3,35,3,35,4,34,5,33,6,33,7,33,8,33,9,32,10,31,5,16,11,32,12,31,13,30,13,30,14,30,15,30,16,30,16,30,18,29,21,29,22,29,21,29,21,29,21,29,22,29,23,29,22,29,22,30,23,30,23,30,23,31,23,32,22,32,21,32,19,32,18,33,16,33,14,33,3,8,0,0,0,6,185
118,30,-32,1,0,0,0,0,0,0,0,5,-3,23,-8,23,-7,23,-6,23,-5,23,-4,23,-3,23,-3,22,-2,22,-2,22,-2,22,-2,22,-2,21,-2,21,-2,21,-2,20,-3,2,0,-3,19,-3,19,-3,19,-4,19,-4,19,-5,18,-5,18,-6,18,-7,18,-7,9,-4,18,-8,17,-9,17,-9,16,-9,16,-10,16,-11,16,-12,16,-12,16,-12,16,-13,16,-13,16,-14,16,-14,16,-15,15,-15,15,-16,15,-16,1,6,-16,16,-16,16,-16,16,-16,17,-16,17,-15,17,-15,18,-14,18,-13,4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-6,42,-24,43,-22,44,-18,45,-15,45,-13,45,-11,45,-10,44,-8,43,-7,43,-6,44,-5,44,-4,43,-3,42,-3,42,-3,41,-3,39,-4,39,-6,39,-7,38,-7,37,-7,36,-8,36,-9,36,-10,36,-11,36,-11,36,-12,35,-13,17,-7,34,-14,34,-17,34,-18,33,-18,32,-19,32,-21,32,-21,32,-22,34,-28,36,-32,35,-31,33,-28,32,-28,32,-28,32,-28,31,-29,32,-29,32,-29,31,-30,32,-30,33,-30,33,-30,34,-29,37,-28,37,-26,37,-24,38,-22,38,-19,9,-5,0,0,6,185
119,119,112,7,0,-19,-3,-20,-2,-20,-2,-21,-2,-20,-1,-20,0,-20,0,-20,1,-21,2,-21,3,-21,4,-21,4,-21,4,-22,4,-22,4,-23,5,-23,5,-23,4,-24,4,-24,3,-24,3,-25,3,-25,2,-25,0,-25,-2,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-2,-21,-8,-21,-10,-20,-11,-19,-11,-18,-12,-18,-12,-17,-13,-16,-13,-16,-13,-16,-13,-17,-12,-1,7,-12,-17,-11,-17,-11,-16,-11,-16,-10,-16,-10,-16,-9,-17,-9,-17,-8,-17,-8,-17,-7,-17,-6,-18,-5,-19,-5,-20,-5,-12,-3,-38,-6,-38,-5,-37,-3,-38,-2,-38,-1,-38,0,-38,1,-38,2,-38,4,-39,6,-40,7,-41,8,-41,9,-41,9,-41,9,-42,9,-42,10,-43,10,-44,9,-44,9,-46,8,-47,7,-48,6,-49,4,-49,1,-49,-3,-48,-8,-47,-11,-9,-3,-3,-1,0,0,1,0,0,0,-3,0,-8,-1,-41,-5,-41,-8,-40,-14,-40,-17,-38,-19,-37,-20,-36,-21,-35,-22,-33,-23,-33,-24,-32,-24,-32,-23,-32,-22,-32,-22,-32,-21,-32,-21,-32,-20,-31,-18,-32,-17,-32,-16,-33,-15,-33,-14,-34,-13,-34,-12,-34,-10,-35,-9,-36,-8,-36,6,185
120,119,112,7,0,6,18,7,18,7,17,8,17,8,17,9,17,10,17,11,16,12,16,13,16,13,15,13,15,13,16,14,16,13,16,13,16,14,16,14,17,14,17,14,18,14,18,14,19,13,20,11,21,10,22,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,21,0,22,-1,21,-2,21,-3,20,-3,20,-4,20,-4,19,-4,19,-4,19,-3,19,-3,19,-3,18,-3,18,-3,18,-2,18,-1,18,-1,18,0,18,0,18,1,18,2,18,2,17,3,17,4,18,5,19,1,11,6,37,7,36,8,36,10,36,11,35,12,36,14,35,16,35,17,35,19,35,20,34,20,34,21,34,22,34,23,34,23,34,24,35,24,35,24,36,24,37,24,39,23,40,22,41,20,43,17,45,13,46,3,49,0,48,-1,8,-1,2,-1,-1,-1,-2,-1,-1,0,2,0,7,2,42,0,43,0,42,-4,42,-7,42,-9,41,-11,40,-11,39,-12,38,-12,37,-12,37,-12,36,-11,36,-11,36,-10,35,-9,35,-8,35,-7,35,-6,35,-5,35,-4,35,-3,35,-2,35,0,35,1,35,3,36,5,36,6,36,6,185
121,119,112,7,0,10,14,10,13,10,13,11,12,11,12,12,12,13,12,13,11,14,10,14,10,15,10,15,10,16,10,16,10,16,10,17,10,17,10,17,11,17,11,17,12,17,12,17,13,16,14,15,15,14,16,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,18,5,18,4,19,3,19,3,19,2,19,1,18,1,17,1,18,1,18,1,17,2,17,2,17,2,17,3,16,3,16,4,16,4,16,4,15,5,15,5,15,6,15,7,14,8,14,8,14,9,14,7,7,23,24,23,24,23,23,24,22,24,21,25,20,27,19,27,19,28,18,29,17,30,17,31,16,31,16,32,16,32,16,33,16,34,16,35,16,35,17,36,18,36,18,36,20,35,21,35,23,3,3,26,30,28,31,28,29,29,5,5,1,1,-1,-1,-1,-1,-1,-1,1,1,5,4,28,23,27,25,19,31,17,32,14,34,13,34,11,34,10,34,9,33,9,33,8,32,8,32,8,32,8,32,8,32,9,31,9,30,10,29,11,29,12,28,13,28,14,27,15,27,16,26,17,26,18,25,19,25,20,6,185
122,118,96,7,0,0,0,0,0,0,0,-4,-5,-14,-18,-13,-19,-12,-19,-11,-20,-10,-19,-10,-20,-10,-19,-9,-19,-9,-19,-9,-19,-8,-19,-8,-19,-8,-1,9,-8,-19,-8,-18,-8,-18,-8,-17,-8,-17,-9,-17,-9,-16,-9,-16,-10,-15,-10,-15,-10,-15,-11,-15,-11,-14,-6,-7,-12,-14,-12,-14,-13,-13,-13,-13,-13,-13,-14,-12,-14,-12,-15,-12,-15,-12,-15,-12,-16,-12,-16,-11,-16,-11,-16,-11,-17,-11,-17,-11,-17,-11,-18,-11,-18,-11,-18,-11,-18,-11,-18,-11,-17,-12,-17,-13,-16,-14,-16,-14,-4,-4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-4,-4,-3,2,-29,-31,-31,-28,-34,-26,-36,-24,-37,-22,-38,-20,-37,-18,-37,-18,-37,-17,-37,-17,-37,-15,-37,-15,-36,-15,-36,-15,-36,-15,-36,-15,-35,-15,-34,-16,-33,-16,-32,-16,-32,-17,-31,-17,-3,0,-18,-30,-19,-29,-19,-28,-20,-28,-21,-27,-11,-14,-23,-26,-24,-26,-24,-25,-24,-24,-25,-23,-26,-23,-27,-22,-28,-22,-29,-21,-30,-21,-31,-21,-31,-21,-32,-21,-32,-21,-33,-20,-33,-20,-3,3,-20,-33,-20,-33,-20,-33,-20,-34,-21,-34,-21,-33,-22,-33,-23,-32,-25,-31,-26,-29,-26,-27,-26,-4,-4,6,185
